date,temperature_2m_mean,precipitation_sum,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,sunshine_duration,year
2023-03-31,10.839835,13.2,13.356501,9.9565,86.95777,33.696075,3311.9788,2023
2023-04-01,9.639834,1.2,11.5565,8.1565,81.30814,21.218632,10856.323,2023
2023-04-02,7.88775,0.0,11.3065,2.9565,72.00772,23.023117,24096.504,2023
2023-04-03,5.5085835,0.0,11.0065,0.30650002,76.14832,18.532133,41617.555,2023
2023-04-04,5.6815,0.0,12.5065,-0.8435,75.17295,13.324863,43074.074,2023
2023-04-05,6.5231667,1.0,11.7065,0.6565,78.58353,12.475961,17235.947,2023
2023-04-06,9.446084,4.899999,13.356501,5.6064997,84.989235,22.771244,27241.79,2023
2023-04-07,8.112751,0.2,13.7065,2.8065,71.33472,10.296251,43247.348,2023
2023-04-08,7.846083,0.0,13.606501,2.5565,81.21638,11.043261,42304.84,2023
2023-04-09,9.273167,0.0,15.356501,3.5065,77.60117,14.044615,34899.402,2023
2023-04-10,10.927334,9.100001,14.2565,7.8564997,77.9083,33.043606,21715.074,2023
2023-04-11,8.73775,7.4,12.5565,5.7565,75.57516,39.35872,22143.324,2023
2023-04-12,7.6523337,3.3000002,10.5565,4.8065,75.79244,46.037796,34588.934,2023
2023-04-13,8.258583,1.0,12.2065,4.6565,66.43751,27.021591,43989.52,2023
2023-04-14,7.164833,8.1,9.9565,2.3065,83.17033,21.313093,7506.9404,2023
2023-04-15,9.646085,2.2999997,14.2065,6.6565,79.264404,18.0,29437.633,2023
2023-04-16,9.8565,0.0,15.0565,5.0065,77.73494,10.495713,8804.164,2023
2023-04-17,10.623166,0.5,15.8065,7.2565,79.44016,18.374111,33329.355,2023
2023-04-18,8.814834,0.2,11.856501,7.0065,78.366646,32.151043,21109.463,2023
2023-04-19,10.2065,0.0,14.856501,6.8065,73.10815,29.660152,45694.43,2023
2023-04-20,8.821084,2.3,14.606501,5.1064997,68.47375,29.379175,38180.85,2023
2023-04-21,7.296083,3.2999997,11.2065,4.5065,84.35446,16.263872,25423.943,2023
2023-04-22,7.981499,1.5,13.3065,1.4565,79.74254,17.651016,31673.6,2023
2023-04-23,10.377334,3.8999996,13.0065,8.0565,81.54005,21.9718,15466.255,2023
2023-04-24,8.083583,13.8,11.9065,5.3065,81.08618,20.393293,25812.83,2023
2023-04-25,6.4440002,0.0,10.2065,1.1065,68.010475,12.904882,37981.805,2023
2023-04-26,7.8585835,0.0,11.5565,3.1565,69.364525,15.072783,22907.348,2023
2023-04-27,9.289834,6.6000004,14.0065,4.9065,75.22625,21.767351,6199.493,2023
2023-04-28,13.248166,0.8,17.3565,8.106501,84.479546,22.461807,27535.352,2023
2023-04-29,10.898168,0.0,17.5565,4.5065,79.913536,13.358861,48842.035,2023
2023-04-30,11.3565,0.0,17.0065,4.8065,77.12803,15.856356,33127.21,2023
2023-05-01,11.937751,1.0,16.9065,8.0065,80.335686,16.039202,32198.889,2023
2023-05-02,10.439834,0.0,13.9565,6.8065,81.270454,18.844202,16921.252,2023
2023-05-03,9.333584,0.0,13.8065,4.9065,74.90561,24.087738,49622.332,2023
2023-05-04,12.956501,0.9,18.8065,7.7565,77.8177,24.798225,36345.5,2023
2023-05-05,13.696082,0.70000005,17.6065,10.7065,80.31472,19.878391,39610.312,2023
2023-05-06,12.4815,5.6000004,14.8065,8.5565,89.82202,23.266697,3563.9897,2023
2023-05-07,14.996082,0.70000005,18.6065,11.5065,82.29479,10.691453,23294.02,2023
2023-05-08,12.562752,2.6,15.7065,9.0065,85.89081,23.358423,11165.217,2023
2023-05-09,13.914834,10.099999,17.1065,11.0065,86.07883,18.58451,24508.598,2023
2023-05-10,12.679417,6.2,17.4065,9.2565,82.66632,21.96295,44284.684,2023
2023-05-11,12.323167,3.7,16.956501,8.2565,80.73744,9.449572,46800.0,2023
2023-05-12,11.048167,1.9,12.7065,8.7565,87.73896,31.983318,0.0,2023
2023-05-13,11.698167,0.0,15.4565,9.106501,83.28757,20.65848,24562.816,2023
2023-05-14,12.489833,0.7,19.0065,6.8564997,83.15235,11.542478,35407.08,2023
2023-05-15,12.08775,0.5,14.7565,7.0565,69.34273,23.675303,35361.27,2023
2023-05-16,11.077334,0.2,16.7565,5.1565,73.2667,21.897945,50438.707,2023
2023-05-17,11.97525,0.4,17.1565,5.8065,75.68247,11.090103,47184.1,2023
2023-05-18,12.954418,0.2,17.6065,8.856501,72.505135,14.05845,50400.0,2023
2023-05-19,12.037749,1.1,17.0065,7.6565,75.297035,15.856354,27993.648,2023
2023-05-20,12.921084,0.1,18.6565,6.6565,69.988686,22.91026,51233.082,2023
2023-05-21,12.9815,0.0,17.956501,7.3564997,70.422226,24.967497,42049.97,2023
2023-05-22,14.137749,0.0,19.206501,9.2065,68.805534,24.216522,40646.164,2023
2023-05-23,12.9314995,0.0,16.8565,8.4065,68.25739,16.676977,45092.664,2023
2023-05-24,14.398168,0.0,20.8065,7.4065,72.09324,14.904173,51436.79,2023
2023-05-25,13.396084,0.0,18.0065,8.2565,74.1343,16.58346,24667.828,2023
2023-05-26,12.550251,0.0,17.706501,7.7565,70.475784,20.945072,52037.047,2023
2023-05-27,12.960668,0.0,19.0565,7.4065,74.007576,18.214718,52331.49,2023
2023-05-28,13.985669,0.0,20.8565,6.2064996,66.02661,25.318008,52125.617,2023
2023-05-29,12.4314995,0.0,16.9065,7.8065,66.18624,26.562046,53207.312,2023
2023-05-30,12.723167,0.0,16.6065,8.106501,70.29335,27.059933,40510.477,2023
2023-05-31,13.937749,0.0,18.6565,10.8065,73.86198,23.933908,27182.473,2023
2023-06-01,13.4314995,0.0,18.0565,10.1565,71.03014,23.000591,40136.285,2023
2023-06-02,13.164832,0.0,17.7565,10.2065,64.28286,22.66857,40640.332,2023
2023-06-03,14.6502495,0.0,21.4065,7.4065,68.11715,21.933426,52655.086,2023
2023-06-04,14.891917,0.0,21.0565,8.4565,68.15209,18.514643,53903.832,2023
2023-06-05,13.066917,0.0,17.956501,7.9564996,71.49707,20.390114,48359.285,2023
2023-06-06,13.164833,0.1,16.5565,10.9065,68.72552,21.889065,26764.658,2023
2023-06-07,14.291919,0.0,20.3565,8.4565,72.64588,19.721298,54434.684,2023
2023-06-08,14.789834,0.0,21.1065,8.5065,71.25417,21.862406,54610.832,2023
2023-06-09,17.556501,0.0,23.9065,10.7565,69.45308,22.930048,54674.395,2023
2023-06-10,21.368998,0.0,28.4065,14.106501,63.973557,19.45333,54623.242,2023
2023-06-11,22.354416,0.0,29.9065,15.4565,63.929825,11.525623,48834.95,2023
2023-06-12,21.369001,5.7,26.8565,15.9565,75.52125,13.32,51860.438,2023
2023-06-13,19.92525,0.0,27.0065,13.106501,59.00976,24.36325,54880.695,2023
2023-06-14,18.956501,0.0,26.706501,10.7565,59.991894,18.751125,54920.047,2023
2023-06-15,19.189833,0.0,25.9065,11.606501,64.36826,17.294992,54954.426,2023
2023-06-16,19.246082,0.0,25.5065,11.9565,59.993305,17.414476,54983.797,2023
2023-06-17,18.554419,2.1,24.0565,12.2565,69.38729,13.797912,47821.49,2023
2023-06-18,19.039833,16.900002,24.5565,15.2065,80.45525,18.94024,26038.371,2023
2023-06-19,18.63775,0.90000004,22.8565,14.0565,76.7972,21.599998,55041.484,2023
2023-06-20,18.973166,5.9,22.5565,14.8065,80.2647,24.33664,32294.395,2023
2023-06-21,19.291918,1.0,23.456501,14.8065,73.26533,16.489416,50935.82,2023
2023-06-22,20.216917,0.0,26.4065,13.3065,70.044914,15.807239,52925.4,2023
2023-06-23,20.483585,0.0,25.706501,14.606501,68.80031,17.884428,52301.395,2023
2023-06-24,21.204416,0.2,26.3065,14.856501,72.56751,14.372974,51894.777,2023
2023-06-25,22.454416,0.1,29.0565,14.9565,62.122425,27.792374,54877.594,2023
2023-06-26,18.414835,0.0,22.3565,13.5565,57.53925,23.469128,42570.434,2023
2023-06-27,18.491919,0.0,21.8565,14.0565,64.947914,20.456745,19086.523,2023
2023-06-28,20.25025,0.1,24.3065,16.6065,74.90641,15.542662,12064.36,2023
2023-06-29,18.571085,5.9,22.0565,15.7065,71.29023,15.725037,33555.117,2023
2023-06-30,16.3315,0.6,18.6065,11.356501,74.305115,33.233284,15309.19,2023
2023-07-01,19.11275,0.2,21.6565,17.206501,66.196785,24.387177,41808.656,2023
2023-07-02,16.504417,0.0,19.706501,11.856501,58.97662,27.698952,54144.785,2023
2023-07-03,15.698167,0.70000005,19.3565,11.6565,64.1867,33.48774,39011.727,2023
2023-07-04,15.066915,13.1,18.8065,13.106501,76.85221,19.855558,21600.0,2023
2023-07-05,15.421084,6.1,19.3065,10.7065,69.896645,23.770906,54515.07,2023
2023-07-06,16.194,0.0,20.7565,10.7565,67.00358,20.316889,52717.62,2023
2023-07-07,20.237753,0.0,27.7565,11.2065,58.812634,17.902534,54273.617,2023
2023-07-08,21.529417,12.599999,24.4065,18.9065,71.36791,20.929594,34628.34,2023
2023-07-09,18.675253,4.9,22.456501,15.3065,76.129684,22.104116,31917.07,2023
2023-07-10,18.662752,0.0,22.9065,12.9065,70.57489,29.574827,39844.15,2023
2023-07-11,19.254417,3.1999998,22.6565,16.956501,71.69887,27.492311,37330.406,2023
2023-07-12,17.52525,1.8000002,21.0565,13.5065,71.013214,26.072052,53352.613,2023
2023-07-13,17.53775,0.5,21.3065,12.856501,69.73914,22.065973,46955.582,2023
2023-07-14,16.827333,7.8,19.6565,13.5565,83.70055,31.452133,0.0,2023
2023-07-15,16.996082,1.4000002,19.6065,14.8065,75.99656,43.85799,41328.008,2023
2023-07-16,16.97525,0.0,20.3565,14.0565,65.68152,31.75355,46186.605,2023
2023-07-17,16.779415,0.6,21.1565,12.2065,70.24838,22.461807,48535.38,2023
2023-07-18,17.10025,0.1,21.9065,11.2065,68.87794,18.391737,44237.65,2023
2023-07-19,17.950249,0.4,22.5565,13.9065,69.355896,20.00512,41624.117,2023
2023-07-20,17.329416,0.1,22.2565,11.606501,64.678566,14.24163,51037.97,2023
2023-07-21,16.412748,0.1,19.9065,11.5565,64.60957,17.654686,36012.918,2023
2023-07-22,15.364833,9.0,18.456501,12.7065,83.42355,30.282827,9652.049,2023
2023-07-23,18.814835,2.5999997,22.5065,15.856501,75.96006,31.404713,48887.37,2023
2023-07-24,15.714833,2.3,17.5565,13.9065,81.62744,19.64558,13024.044,2023
2023-07-25,15.652332,0.70000005,19.7565,12.0065,70.49642,17.581125,50848.023,2023
2023-07-26,15.6710825,7.7,21.1565,9.4065,74.05627,21.38897,33051.367,2023
2023-07-27,19.048166,7.399999,21.5065,16.2565,85.51898,27.381308,3318.6826,2023
2023-07-28,18.614834,0.2,22.5565,15.856501,78.949356,20.88,22485.004,2023
2023-07-29,18.337748,0.7,21.8065,15.2065,71.588615,26.052162,41160.75,2023
2023-07-30,16.948166,3.1999998,20.8565,14.2065,77.1426,30.413076,26743.338,2023
2023-07-31,18.023165,2.6,20.9065,15.5565,81.02568,27.897097,22023.318,2023
2023-08-01,17.554419,0.0,21.8565,13.7565,71.666985,24.863468,42768.914,2023
2023-08-02,17.227333,18.800003,19.4065,14.7065,83.41241,32.33794,22662.998,2023
2023-08-03,16.91067,0.1,21.0065,13.7565,73.04201,18.919704,43331.52,2023
2023-08-04,16.502335,0.4,19.4065,12.8065,76.044914,16.87398,34168.96,2023
2023-08-05,15.169002,18.2,18.456501,13.5565,82.0788,29.882166,8848.26,2023
2023-08-06,14.789834,0.9,18.5565,10.5065,72.25408,24.464113,49970.93,2023
2023-08-07,15.48775,0.0,20.2565,10.4565,71.31381,18.374111,44392.59,2023
2023-08-08,14.760667,2.3999999,17.456501,10.9565,86.56751,23.1774,5938.089,2023
2023-08-09,17.514833,0.0,24.0565,10.7565,75.46794,11.090103,49718.656,2023
2023-08-10,19.460667,0.0,25.6065,12.606501,76.21486,16.62249,49541.867,2023
2023-08-11,20.1065,0.6,24.0065,16.6065,78.939476,22.545315,31634.156,2023
2023-08-12,17.746082,0.5,20.956501,13.856501,77.20966,32.647057,39899.38,2023
2023-08-13,17.977335,0.3,21.8565,15.1565,74.77915,25.772078,39679.125,2023
2023-08-14,18.166918,3.8,21.6565,15.5565,81.57528,31.487139,27531.32,2023
2023-08-15,17.90025,0.2,22.1565,12.4565,74.595505,17.28,45911.21,2023
2023-08-16,18.304419,0.2,24.6065,12.5565,73.73005,16.203999,48356.04,2023
2023-08-17,18.491915,0.1,22.956501,14.856501,78.1974,23.444265,48152.227,2023
2023-08-18,19.70025,4.2000003,24.7565,16.0565,83.09161,22.33161,22384.748,2023
2023-08-19,20.169,0.2,23.3065,16.2565,76.013405,27.776047,47433.074,2023
2023-08-20,18.898165,0.4,24.0065,14.856501,76.457855,19.083395,41982.582,2023
2023-08-21,18.323166,0.0,24.7565,13.3065,77.39689,20.68356,39162.625,2023
2023-08-22,19.158585,0.0,24.3565,14.5065,74.18668,18.58451,38144.684,2023
2023-08-23,19.214834,0.0,25.456501,12.4565,73.23124,7.5942073,44657.156,2023
2023-08-24,19.989832,1.3000001,25.1565,15.4565,75.53451,14.021525,25078.223,2023
2023-08-25,16.831501,0.1,20.1565,13.7065,64.30723,18.514643,43032.562,2023
2023-08-26,15.191918,1.2,19.3565,11.4065,78.18159,17.238699,33303.906,2023
2023-08-27,15.110667,0.2,19.6065,10.3065,74.27444,20.275385,43426.793,2023
2023-08-28,15.591916,0.2,20.5065,10.7065,72.89193,15.484185,40394.855,2023
2023-08-29,15.533582,0.0,20.4065,10.606501,73.37618,17.388409,28272.893,2023
2023-08-30,15.727334,0.3,19.6565,10.9565,67.290955,20.991426,43790.613,2023
2023-08-31,14.064836,1.3000001,18.1065,10.0565,82.36598,14.587776,3569.9944,2023
2023-09-01,17.648167,1.4,22.0065,13.6565,86.082664,6.3690495,21916.027,2023
2023-09-02,18.523165,0.4,23.206501,14.8065,83.04836,15.596767,29671.543,2023
2023-09-03,18.546083,0.0,24.706501,12.9065,80.59405,12.371645,41769.027,2023
2023-09-04,20.004417,0.0,27.3565,15.0565,75.732796,18.94024,43346.484,2023
2023-09-05,20.737753,0.0,27.706501,15.7565,73.3014,16.946787,43253.41,2023
2023-09-06,21.858583,0.0,29.8065,14.7565,74.704254,10.464798,43203.65,2023
2023-09-07,22.8565,0.0,29.9065,17.2565,72.41441,13.684735,43200.0,2023
2023-09-08,23.331503,0.0,29.5065,17.8565,66.83285,8.557102,37701.19,2023
2023-09-09,24.179419,0.0,31.3565,17.5065,67.07694,7.628263,43037.18,2023
2023-09-10,23.148169,1.6,30.706501,18.1565,72.817986,20.883102,38850.164,2023
2023-09-11,20.827333,0.0,24.8565,16.956501,74.727196,18.58451,34515.246,2023
2023-09-12,18.894,2.9,23.0065,16.206501,80.96342,17.0763,33937.207,2023
2023-09-13,16.244,0.1,19.8065,12.1565,73.382324,19.45333,42250.96,2023
2023-09-14,17.069,0.0,22.2565,12.0565,73.79282,12.819235,42022.9,2023
2023-09-15,17.435669,0.0,24.8565,10.8065,75.54984,13.527572,41794.688,2023
2023-09-16,18.664833,0.0,25.8565,12.4565,77.259514,17.0763,31848.688,2023
2023-09-17,18.164833,4.7999997,21.0065,14.856501,85.50738,26.28986,24493.387,2023
2023-09-18,16.979418,7.2999997,19.0065,13.9565,77.94112,32.283787,35472.37,2023
2023-09-19,16.623169,0.4,19.3065,13.3065,75.77039,45.596527,4670.0063,2023
2023-09-20,17.937748,27.3,20.456501,15.1565,81.56235,48.537292,12596.431,2023
2023-09-21,13.998164,5.5,17.6565,10.606501,83.75337,17.057314,34691.812,2023
2023-09-22,12.4815,1.5000001,17.5065,8.6565,82.131065,19.083395,38498.21,2023
2023-09-23,12.660667,0.0,17.1565,8.2565,72.73935,16.1198,37372.168,2023
2023-09-24,16.831501,0.0,20.1065,12.3065,71.87012,30.563978,21449.379,2023
2023-09-25,18.0315,0.2,21.5065,14.4565,72.806335,25.171696,37918.4,2023
2023-09-26,17.194002,1.8000001,22.3065,13.356501,81.83988,25.661207,26756.586,2023
2023-09-27,17.356499,0.0,21.5565,13.2065,82.962776,28.732422,18000.0,2023
2023-09-28,16.61275,0.1,19.4065,13.4565,76.64088,26.493652,18290.332,2023
2023-09-29,17.039833,2.4,19.0565,13.1565,75.34609,23.068108,36111.656,2023
2023-09-30,14.648167,0.0,19.0065,10.356501,78.709496,19.0392,28372.47,2023
2023-10-01,18.131498,0.0,22.5565,14.9065,85.15243,22.406927,21563.602,2023
2023-10-02,17.616919,4.1,22.456501,14.3065,89.00095,19.008545,5811.2207,2023
2023-10-03,14.883582,0.3,18.2565,12.3065,75.68929,25.862436,36000.0,2023
2023-10-04,13.814835,0.0,17.706501,10.5565,79.03826,25.071098,26811.893,2023
2023-10-05,14.683582,0.2,18.5065,11.856501,75.88506,22.148046,24988.352,2023
2023-10-06,16.469002,0.0,20.9065,13.4565,78.74757,24.57511,35715.805,2023
2023-10-07,17.569,0.0,22.9065,13.7065,78.05329,21.868332,35961.49,2023
2023-10-08,16.783583,0.0,23.2565,12.606501,78.6298,12.24,35441.504,2023
2023-10-09,16.681501,0.0,23.1065,12.5565,79.20191,10.966713,35303.83,2023
2023-10-10,16.477333,0.0,21.3065,12.3065,83.169014,20.592503,34181.113,2023
2023-10-11,17.168999,0.4,20.5065,14.1565,83.068245,25.318008,12132.477,2023
2023-10-12,15.023168,15.700002,16.0565,13.0065,92.805534,16.92383,0.0,2023
2023-10-13,17.094002,14.200001,20.5065,10.4565,81.96366,38.305763,18542.543,2023
2023-10-14,9.771085,0.3,13.3065,7.1064997,74.90748,20.65848,34623.88,2023
2023-10-15,6.864834,0.0,10.4565,4.2565,74.24572,14.24163,34478.58,2023
2023-10-16,7.6127496,0.0,11.9565,2.3065,81.68464,19.134262,10275.757,2023
2023-10-17,11.614834,0.0,14.4565,9.0565,68.66923,27.757376,32905.805,2023
2023-10-18,12.771083,7.2,16.6565,10.1565,84.553825,32.2396,0.0,2023
2023-10-19,15.739834,6.0,17.706501,14.356501,88.359795,33.151287,15822.978,2023
2023-10-20,14.162751,11.3,16.0565,12.1565,90.000854,17.873556,8943.409,2023
2023-10-21,12.789834,3.4,16.1565,9.5565,87.64245,21.794127,24284.607,2023
2023-10-22,9.977334,0.0,15.0565,6.6565,84.12524,12.7279215,30706.438,2023
2023-10-23,10.860668,0.8,14.9565,6.8065,87.74389,16.279802,14233.904,2023
2023-10-24,10.235667,3.2,14.106501,7.2565,88.43494,17.373497,28800.0,2023
2023-10-25,10.2565,0.8000001,13.8065,7.9564996,89.17452,16.199999,17826.973,2023
2023-10-26,11.20025,2.5999997,15.606501,7.2565,88.48194,18.161278,25645.105,2023
2023-10-27,9.96275,1.0,14.2065,7.1064997,90.13706,17.84816,23782.555,2023
2023-10-28,11.744,10.400002,15.2565,8.9565,85.710236,26.081993,27675.96,2023
2023-10-29,10.777333,6.7,12.3065,9.0565,86.48499,24.72495,17322.479,2023
2023-10-29,10.881499,0.8,14.4065,7.2565,86.17011,19.966211,25154.062,2023
2023-10-30,9.819,2.3999999,14.0565,6.5065,91.57682,15.175612,25767.0,2023
2023-10-31,11.983585,7.299999,13.5565,9.5065,83.078514,30.633865,17471.428,2023
2023-11-01,10.354418,21.3,11.5565,9.1565,86.26821,42.826385,0.0,2023
2023-11-02,9.452332,6.3,13.1565,7.1565,80.94997,29.370352,30081.566,2023
2023-11-03,8.566916,5.4999995,12.5565,5.0065,88.18215,26.518099,15928.704,2023
2023-11-04,8.9565,0.1,12.5565,6.0565,83.3376,29.574827,28243.654,2023
2023-11-05,8.871083,0.0,12.6565,6.5065,83.08306,25.6233,29240.033,2023
2023-11-06,7.804417,0.1,11.8065,5.3065,86.35718,25.984917,28961.5,2023
2023-11-07,9.414834,3.3,12.9565,5.8564997,89.02963,35.785156,0.0,2023
2023-11-08,7.9794164,0.1,10.5065,5.7565,80.662605,23.47741,25054.707,2023
2023-11-09,6.554416,1.7000002,9.3065,4.1565,86.47464,20.288164,16893.057,2023
2023-11-10,5.314833,0.0,10.1565,2.7565,89.110085,14.512064,27911.639,2023
2023-11-11,6.777333,2.0000002,9.2065,3.3065,92.66608,12.371645,0.0,2023
2023-11-12,12.13775,12.5,14.7565,8.4565,80.30663,37.56786,20191.004,2023
2023-11-13,10.410666,6.1000004,12.3065,8.7065,85.39142,28.496904,2095.8174,2023
2023-11-14,8.646084,0.0,11.606501,5.4564996,83.35659,27.381308,27235.324,2023
2023-11-15,5.7419167,3.0,7.5065,3.5065,94.59775,13.779114,0.0,2023
2023-11-16,6.0648327,1.2,10.2565,3.4565,89.76782,14.565548,25184.346,2023
2023-11-17,12.091918,5.5,14.6565,7.7565,91.2606,26.081993,0.0,2023
2023-11-18,11.9523325,0.0,13.856501,10.7065,79.9196,30.432245,18111.137,2023
2023-11-19,9.885666,3.0,11.7565,7.6565,84.46508,24.20314,18957.004,2023
2023-11-20,9.379416,0.7,11.106501,5.7565,86.87274,21.915693,0.0,2023
2023-11-21,6.844,0.0,9.8065,3.0565,91.5472,15.683774,7356.4316,2023
2023-11-22,10.446084,0.1,12.1565,8.0565,85.3458,25.417631,15485.701,2023
2023-11-23,6.906502,0.2,11.7065,2.1065,67.91032,25.346148,17774.322,2023
2023-11-24,1.5690001,0.0,5.2565,-0.44349998,81.18861,13.363711,25475.713,2023
2023-11-25,3.3794167,3.8,9.8065,-0.8935,92.065765,18.0,0.0,2023
2023-11-26,7.835666,6.1999993,9.6565,4.9564996,91.326164,22.406927,4973.697,2023
2023-11-27,3.7960835,0.0,6.5565,0.7565,89.44001,21.41319,24599.445,2023
2023-11-28,1.3002499,0.0,4.3065,-1.0935,90.09476,10.041354,20280.816,2023
2023-11-29,0.08774996,0.0,4.4564996,-2.7935,88.03979,19.083395,22213.076,2023
2023-11-30,-0.060166698,0.0,4.0565,-2.1935,88.204956,17.373497,20474.191,2023
2023-12-01,-2.4497497,0.0,-0.44349998,-3.8935,95.14481,9.0,3029.5488,2023
2023-12-02,4.273166,5.9,7.6064997,-0.3935,89.48797,17.771753,900.95306,2023
2023-12-03,6.419,8.900001,7.8564997,5.6064997,90.39084,25.43802,0.0,2023
2023-12-04,5.319,2.5,6.2565,3.3065,92.328636,18.782204,0.0,2023
2023-12-05,2.4419162,0.0,4.3564997,0.7565,95.08133,12.261157,23414.951,2023
2023-12-06,6.275251,5.7000003,8.2065,4.0565,87.4645,28.001427,0.0,2023
2023-12-07,7.9065003,0.0,10.8065,5.5565,88.9505,21.437386,21542.885,2023
2023-12-08,9.60025,7.9,13.856501,7.3065,84.47876,33.62099,7489.4727,2023
2023-12-09,9.214833,2.1,11.7065,6.9564996,79.54203,33.151287,171.28365,2023
2023-12-10,8.423168,0.0,10.7565,4.6064997,83.16932,38.044353,22684.45,2023
2023-12-11,9.196083,7.2999997,11.356501,7.0565,91.81693,21.2522,8487.835,2023
2023-12-12,7.096084,0.5,7.9564996,6.0565,87.89083,31.311722,3600.0,2023
2023-12-13,4.566917,0.90000004,7.4065,1.6065,92.5466,20.268991,0.0,2023
2023-12-14,5.01275,0.0,8.106501,2.4565,91.435905,12.904882,22600.44,2023
2023-12-15,8.585668,0.0,11.2065,4.5565,93.75117,21.178896,0.0,2023
2023-12-16,9.002334,0.0,10.7565,6.6565,88.38424,30.563978,22289.645,2023
2023-12-17,9.854416,0.0,11.856501,7.6565,88.968346,24.993437,3293.183,2023
2023-12-18,10.108584,12.700001,12.2565,5.2565,90.84272,26.14403,0.0,2023
2023-12-19,7.6273327,0.0,10.4565,4.9065,83.99449,27.345785,13797.713,2023
2023-12-20,11.123166,0.3,13.4065,8.5565,75.211784,35.309376,8950.586,2023
2023-12-21,9.941916,0.3,11.106501,8.2565,74.33684,33.55733,0.0,2023
2023-12-22,9.364835,0.0,11.0065,7.7565,79.520134,28.99062,19693.031,2023
2023-12-23,12.369,1.2,13.2565,10.5565,85.68142,33.818928,0.0,2023
2023-12-24,12.2731695,3.1999998,12.856501,11.2565,87.64028,29.46287,207.5956,2023
2023-12-25,7.2044168,0.0,10.356501,4.0065,85.14369,24.569832,16428.71,2023
2023-12-26,9.966917,6.4999995,11.9565,6.2064996,87.00948,40.181545,0.0,2023
2023-12-27,10.629417,0.4,11.6565,9.0565,77.30566,40.475594,21043.012,2023
2023-12-28,8.641916,1.5,10.5565,6.2064996,81.0657,28.460497,15871.953,2023
